cow_id,date,milk_yield_liters,milk_conductivity_ms_cm,cow_activity,environment_temperature_c,milk_temperature_c,humidity_percent,previous_mastitis,days_since_last_mastitis,mastitis_today
COW_006,2026-01-30,28.84,4.56,288.8,27.2,38.17,68.6,0,999,0
COW_006,2026-01-31,30.1,5.18,274.2,24.2,38.28,72.2,0,999,0
COW_006,2026-02-01,28.89,5.29,277.9,25.9,38.26,63.0,0,999,0
COW_006,2026-02-02,30.34,5.37,250.3,24.1,37.99,56.6,0,999,0
COW_006,2026-02-03,28.41,4.33,280.1,26.1,38.1,62.7,0,999,0
COW_006,2026-02-04,30.29,5.21,277.3,20.0,38.21,58.7,0,999,0
COW_006,2026-02-05,29.3,5.57,262.3,25.6,38.25,69.4,0,999,0
COW_006,2026-02-06,25.72,5.24,289.2,23.8,38.57,58.5,0,999,1
COW_006,2026-02-07,23.71,6.17,244.3,20.9,38.52,67.6,1,1,1
COW_006,2026-02-08,25.11,6.6,198.3,24.5,38.79,60.1,1,1,1
COW_006,2026-02-09,20.19,6.46,198.4,22.4,39.02,63.7,1,1,1
COW_006,2026-02-10,21.32,7.63,211.2,24.7,38.84,56.9,1,1,1
COW_006,2026-02-11,23.1,6.44,207.3,20.9,38.75,55.7,1,1,1
COW_006,2026-02-12,26.04,5.73,222.0,22.1,38.47,56.9,1,1,1
COW_006,2026-02-13,28.2,5.81,246.6,26.1,38.5,57.2,1,1,1
COW_006,2026-02-14,28.88,5.8,248.7,20.2,38.17,54.0,1,1,0
COW_006,2026-02-15,30.46,6.04,252.8,22.2,37.77,51.1,1,2,0
COW_006,2026-02-16,31.31,4.68,284.0,22.2,38.19,52.7,1,3,0
COW_006,2026-02-17,30.27,5.28,280.2,24.4,38.19,58.2,1,4,0
COW_006,2026-02-18,30.51,4.77,305.8,26.1,38.13,56.4,1,5,0
COW_006,2026-02-19,30.43,5.45,293.8,15.4,38.17,62.9,1,6,0
COW_006,2026-02-20,29.97,5.22,280.3,22.4,38.18,59.4,1,7,0
COW_006,2026-02-21,28.47,5.42,257.0,19.1,38.27,56.3,1,8,0
COW_006,2026-02-22,30.25,5.05,280.7,21.2,38.05,55.3,1,9,0
COW_006,2026-02-23,29.62,4.56,254.5,17.1,38.03,67.1,1,10,0
COW_006,2026-02-24,27.78,4.99,263.9,22.0,37.95,57.5,1,11,0
COW_006,2026-02-25,30.74,4.89,274.5,22.7,38.02,58.2,1,12,0
COW_006,2026-02-26,29.67,5.76,276.2,18.4,38.09,60.4,1,13,0
COW_006,2026-02-27,28.89,5.42,283.5,21.1,38.1,52.7,1,14,0
COW_006,2026-02-28,28.36,4.99,298.7,20.7,37.96,54.2,1,15,0
COW_006,2026-03-01,31.69,5.01,275.6,19.3,38.02,57.5,1,16,0
COW_007,2026-01-01,27.16,4.81,330.7,22.4,38.37,81.6,0,999,0
COW_007,2026-01-02,29.24,5.13,342.8,23.1,38.51,76.7,0,999,0
COW_007,2026-01-03,28.22,4.91,325.4,16.8,38.5,70.9,0,999,0
COW_007,2026-01-04,27.78,4.9,331.4,21.7,38.49,75.1,0,999,0
COW_007,2026-01-05,27.48,5.44,339.2,19.5,38.2,72.6,0,999,0
COW_007,2026-01-06,27.77,5.09,341.3,18.7,38.33,76.2,0,999,0
COW_007,2026-01-07,27.79,4.82,343.5,17.7,38.41,75.6,0,999,0
COW_007,2026-01-08,26.42,5.55,276.8,23.1,38.38,65.8,0,999,0
COW_007,2026-01-09,28.73,4.89,305.1,17.3,38.33,76.9,0,999,0
COW_007,2026-01-10,28.38,4.7,328.4,23.4,38.49,72.0,0,999,0
COW_007,2026-01-11,28.31,4.57,351.5,16.9,38.23,79.5,0,999,0
COW_007,2026-01-12,27.24,5.17,345.2,19.6,38.3,72.0,0,999,0
COW_007,2026-01-13,27.57,5.01,329.3,22.1,38.48,70.5,0,999,0
COW_007,2026-01-14,26.29,5.01,317.1,19.9,38.46,69.5,0,999,0
COW_007,2026-01-15,27.88,4.73,355.7,25.6,38.14,77.2,0,999,0
COW_007,2026-01-16,28.51,5.5,346.6,23.3,38.31,63.5,0,999,0
COW_007,2026-01-17,26.68,5.48,360.0,23.5,38.3,74.0,0,999,0
COW_007,2026-01-18,27.43,5.51,352.9,20.0,38.13,72.5,0,999,0
COW_007,2026-01-19,27.94,5.02,347.8,24.9,38.4,73.4,0,999,0
COW_007,2026-01-20,27.56,5.16,335.3,21.6,38.76,70.7,0,999,0
COW_007,2026-01-21,28.32,5.09,376.5,24.6,38.23,70.5,0,999,0
COW_007,2026-01-22,28.04,4.77,354.8,25.8,38.36,71.4,0,999,0
COW_007,2026-01-23,28.87,5.28,357.4,24.9,38.47,72.7,0,999,0
COW_007,2026-01-24,27.9,4.61,361.5,21.4,38.51,69.1,0,999,0
COW_007,2026-01-25,27.05,5.36,322.3,23.0,38.39,72.6,0,999,0
COW_007,2026-01-26,28.66,4.95,345.1,24.7,38.5,67.2,0,999,0
COW_007,2026-01-27,28.04,4.86,321.3,21.3,38.3,61.1,0,999,0
COW_007,2026-01-28,26.76,4.97,335.0,24.5,38.49,64.1,0,999,0
COW_007,2026-01-29,28.26,5.99,307.1,25.3,38.45,59.9,0,999,0
COW_007,2026-01-30,27.63,4.76,342.8,27.2,38.44,68.6,0,999,0
COW_007,2026-01-31,29.47,5.13,330.9,24.2,38.43,72.2,0,999,0
COW_007,2026-02-01,27.9,4.7,338.9,25.9,38.45,63.0,0,999,0
COW_007,2026-02-02,28.26,5.21,333.9,24.1,38.43,56.6,0,999,0
COW_007,2026-02-03,28.32,5.14,343.9,26.1,38.69,62.7,0,999,0
COW_007,2026-02-04,29.5,5.2,329.0,20.0,38.31,58.7,0,999,0
COW_007,2026-02-05,30.11,4.9,340.4,25.6,38.39,69.4,0,999,0
COW_007,2026-02-06,28.61,4.95,346.5,23.8,38.33,58.5,0,999,0
COW_007,2026-02-07,29.75,4.86,361.0,20.9,38.28,67.6,0,999,0
COW_007,2026-02-08,27.15,4.85,312.5,24.5,38.45,60.1,0,999,0
COW_007,2026-02-09,26.78,4.97,357.1,22.4,38.44,63.7,0,999,0
COW_007,2026-02-10,26.45,5.21,363.9,24.7,38.32,56.9,0,999,0
COW_007,2026-02-11,28.3,4.84,345.0,20.9,38.4,55.7,0,999,0
COW_007,2026-02-12,28.47,5.45,313.7,22.1,38.4,56.9,0,999,0
COW_007,2026-02-13,27.55,5.14,337.8,26.1,38.84,57.2,0,999,1
COW_007,2026-02-14,20.81,6.75,298.7,20.2,38.75,54.0,1,1,1
COW_007,2026-02-15,21.91,8.14,242.0,22.2,38.99,51.1,1,1,1
COW_007,2026-02-16,23.51,7.25,329.3,22.2,38.76,52.7,1,1,1
COW_007,2026-02-17,27.55,5.58,329.4,24.4,38.72,58.2,1,1,1
COW_007,2026-02-18,24.58,5.42,368.3,26.1,38.56,56.4,1,1,0
COW_007,2026-02-19,30.64,5.44,333.7,15.4,38.49,62.9,1,2,0
COW_007,2026-02-20,27.46,5.13,358.3,22.4,38.41,59.4,1,3,0
COW_007,2026-02-21,29.79,5.97,322.9,19.1,38.31,56.3,1,4,0
COW_007,2026-02-22,28.55,4.94,342.0,21.2,38.44,55.3,1,5,0
COW_007,2026-02-23,28.94,5.18,346.0,17.1,38.32,67.1,1,6,0
COW_007,2026-02-24,29.86,5.68,361.7,22.0,38.21,57.5,1,7,0
COW_007,2026-02-25,27.86,5.17,326.4,22.7,38.37,58.2,1,8,0
COW_007,2026-02-26,28.2,5.48,334.4,18.4,38.49,60.4,1,9,0
COW_007,2026-02-27,27.02,4.81,336.5,21.1,38.35,52.7,1,10,0
COW_007,2026-02-28,25.27,5.26,374.1,20.7,38.42,54.2,1,11,0
COW_007,2026-03-01,27.92,4.72,310.7,19.3,38.15,57.5,1,12,0
COW_008,2026-01-01,30.36,5.34,236.8,22.4,38.62,81.6,0,999,0
COW_008,2026-01-02,29.71,4.48,268.8,23.1,38.39,76.7,0,999,0
COW_008,2026-01-03,30.67,4.69,297.7,16.8,38.33,70.9,0,999,0
COW_008,2026-01-04,31.57,4.91,293.3,21.7,38.48,75.1,0,999,0
COW_008,2026-01-05,30.89,4.54,303.1,19.5,38.48,72.6,0,999,0
COW_008,2026-01-06,30.65,3.99,291.2,18.7,38.44,76.2,0,999,0
COW_008,2026-01-07,31.14,4.87,274.7,17.7,38.53,75.6,0,999,0
COW_008,2026-01-08,30.73,4.73,299.9,23.1,38.63,65.8,0,999,0
COW_008,2026-01-09,30.07,5.16,299.2,17.3,38.7,76.9,0,999,0
COW_008,2026-01-10,30.94,4.74,283.6,23.4,38.5,72.0,0,999,0
COW_008,2026-01-11,31.69,4.69,283.3,16.9,38.41,79.5,0,999,0
COW_008,2026-01-12,32.39,4.64,263.6,19.6,38.54,72.0,0,999,0
COW_008,2026-01-13,30.28,4.51,296.0,22.1,38.51,70.5,0,999,0
COW_008,2026-01-14,30.15,5.08,254.3,19.9,38.52,69.5,0,999,0
COW_008,2026-01-15,31.64,4.82,304.0,25.6,38.84,77.2,0,999,0
COW_008,2026-01-16,32.56,4.19,256.7,23.3,38.59,63.5,0,999,0
COW_008,2026-01-17,28.9,3.92,291.4,23.5,38.63,74.0,0,999,0
COW_008,2026-01-18,32.57,4.87,320.2,20.0,38.57,72.5,0,999,0
COW_008,2026-01-19,29.16,4.89,309.7,24.9,38.63,73.4,0,999,0
COW_008,2026-01-20,32.26,4.56,295.5,21.6,38.51,70.7,0,999,0
COW_008,2026-01-21,33.38,4.89,265.6,24.6,38.8,70.5,0,999,0
COW_008,2026-01-22,29.64,4.6,294.1,25.8,38.67,71.4,0,999,0
COW_008,2026-01-23,31.1,4.2,294.4,24.9,38.72,72.7,0,999,0
COW_008,2026-01-24,31.81,4.14,273.9,21.4,38.4,69.1,0,999,0
COW_008,2026-01-25,30.93,4.06,265.5,23.0,38.47,72.6,0,999,0
COW_008,2026-01-26,28.36,4.59,247.7,24.7,38.64,67.2,0,999,0
COW_008,2026-01-27,30.04,4.38,277.4,21.3,38.52,61.1,0,999,0
COW_008,2026-01-28,31.23,5.06,303.9,24.5,38.85,64.1,0,999,0
COW_008,2026-01-29,31.33,4.65,277.4,25.3,38.54,59.9,0,999,0
COW_008,2026-01-30,31.17,4.25,289.8,27.2,38.63,68.6,0,999,0
COW_008,2026-01-31,29.65,4.23,331.1,24.2,38.41,72.2,0,999,0
COW_008,2026-02-01,30.44,5.03,295.2,25.9,38.55,63.0,0,999,0
COW_008,2026-02-02,29.09,4.64,238.1,24.1,38.59,56.6,0,999,0
COW_008,2026-02-03,30.56,4.97,265.1,26.1,38.57,62.7,0,999,0
COW_008,2026-02-04,31.05,4.67,261.5,20.0,38.45,58.7,0,999,0
COW_008,2026-02-05,32.2,4.69,255.7,25.6,38.71,69.4,0,999,0
COW_008,2026-02-06,28.6,4.49,295.8,23.8,38.71,58.5,0,999,0
COW_008,2026-02-07,27.72,4.85,301.2,20.9,38.46,67.6,0,999,0
COW_008,2026-02-08,30.63,3.53,236.2,24.5,38.71,60.1,0,999,0
COW_008,2026-02-09,29.87,4.48,289.9,22.4,38.49,63.7,0,999,0
COW_008,2026-02-10,29.97,4.74,258.7,24.7,38.72,56.9,0,999,0
COW_008,2026-02-11,30.24,4.25,265.1,20.9,38.53,55.7,0,999,0
COW_008,2026-02-12,30.15,4.06,274.8,22.1,38.43,56.9,0,999,0
COW_008,2026-02-13,32.04,4.64,313.9,26.1,38.53,57.2,0,999,0
COW_008,2026-02-14,30.17,4.73,296.5,20.2,38.62,54.0,0,999,0
COW_008,2026-02-15,29.46,4.3,279.3,22.2,38.71,51.1,0,999,0
COW_008,2026-02-16,29.32,4.41,298.8,22.2,38.61,52.7,0,999,0
COW_008,2026-02-17,31.19,4.63,266.5,24.4,38.49,58.2,0,999,0
COW_008,2026-02-18,31.87,4.87,261.6,26.1,38.72,56.4,0,999,0
COW_008,2026-02-19,32.09,4.62,293.3,15.4,38.65,62.9,0,999,0
COW_008,2026-02-20,29.15,5.55,302.4,22.4,38.63,59.4,0,999,0
COW_008,2026-02-21,29.95,4.91,252.3,19.1,38.81,56.3,0,999,0
COW_008,2026-02-22,29.93,5.52,274.0,21.2,38.62,55.3,0,999,1
COW_008,2026-02-23,25.89,5.69,252.4,17.1,38.78,67.1,1,1,1
COW_008,2026-02-24,24.99,5.67,265.6,22.0,38.97,57.5,1,1,1
COW_008,2026-02-25,22.53,5.66,270.4,22.7,38.87,58.2,1,1,1
COW_008,2026-02-26,27.77,5.44,258.6,18.4,39.1,60.4,1,1,1
COW_008,2026-02-27,27.03,4.75,273.0,21.1,38.96,52.7,1,1,1
COW_008,2026-02-28,30.5,4.69,279.6,20.7,38.57,54.2,1,1,0
COW_008,2026-03-01,30.19,4.84,299.6,19.3,38.5,57.5,1,2,0
COW_009,2026-01-01,18.14,4.9,386.6,22.4,38.14,81.6,0,999,0
COW_009,2026-01-02,19.9,4.44,342.6,23.1,38.41,76.7,0,999,0
COW_009,2026-01-03,20.32,4.99,319.5,16.8,38.16,70.9,0,999,0
COW_009,2026-01-04,20.22,4.36,355.0,21.7,38.32,75.1,0,999,0
COW_009,2026-01-05,17.68,4.28,334.4,19.5,38.27,72.6,0,999,0
COW_009,2026-01-06,18.83,5.17,363.5,18.7,38.45,76.2,0,999,0
COW_009,2026-01-07,18.01,4.98,347.0,17.7,38.3,75.6,0,999,0
COW_009,2026-01-08,19.64,4.52,358.5,23.1,38.26,65.8,0,999,0
COW_009,2026-01-09,18.78,5.12,342.8,17.3,38.48,76.9,0,999,0
COW_009,2026-01-10,20.64,4.99,412.5,23.4,38.22,72.0,0,999,0
COW_009,2026-01-11,20.23,4.94,375.7,16.9,38.41,79.5,0,999,0
COW_009,2026-01-12,20.15,5.23,351.4,19.6,38.2,72.0,0,999,0
COW_009,2026-01-13,21.46,5.08,365.8,22.1,38.14,70.5,0,999,0
COW_009,2026-01-14,20.65,4.59,342.0,19.9,38.24,69.5,0,999,0
COW_009,2026-01-15,16.61,5.08,368.1,25.6,38.26,77.2,0,999,0
COW_009,2026-01-16,19.18,4.82,347.1,23.3,38.28,63.5,0,999,0
COW_009,2026-01-17,19.2,4.91,358.5,23.5,38.21,74.0,0,999,0
COW_009,2026-01-18,19.83,5.14,351.9,20.0,38.27,72.5,0,999,0
COW_009,2026-01-19,20.12,4.42,378.9,24.9,38.53,73.4,0,999,0
COW_009,2026-01-20,19.39,4.81,357.5,21.6,38.3,70.7,0,999,0
COW_009,2026-01-21,20.11,4.31,345.7,24.6,38.34,70.5,0,999,0
COW_009,2026-01-22,19.32,4.46,388.3,25.8,38.21,71.4,0,999,0
COW_009,2026-01-23,19.54,4.81,341.9,24.9,38.31,72.7,0,999,0
COW_009,2026-01-24,19.97,4.7,355.3,21.4,38.3,69.1,0,999,0
COW_009,2026-01-25,17.12,4.57,365.2,23.0,38.18,72.6,0,999,0
COW_009,2026-01-26,18.85,5.18,349.9,24.7,38.52,67.2,0,999,0
COW_009,2026-01-27,17.39,4.09,377.1,21.3,38.11,61.1,0,999,0
COW_009,2026-01-28,18.33,5.21,352.4,24.5,38.39,64.1,0,999,0
COW_009,2026-01-29,18.76,4.99,352.1,25.3,38.18,59.9,0,999,0
COW_009,2026-01-30,21.57,5.26,348.2,27.2,38.31,68.6,0,999,0
COW_009,2026-01-31,21.27,4.52,344.5,24.2,38.33,72.2,0,999,0
COW_009,2026-02-01,22.22,4.89,380.2,25.9,38.18,63.0,0,999,0
COW_009,2026-02-02,19.93,4.74,394.9,24.1,38.46,56.6,0,999,0
COW_009,2026-02-03,22.23,4.62,362.0,26.1,38.35,62.7,0,999,0
COW_009,2026-02-04,18.71,4.91,377.7,20.0,38.16,58.7,0,999,0
COW_009,2026-02-05,18.65,4.6,337.1,25.6,38.4,69.4,0,999,0
COW_009,2026-02-06,18.65,4.58,370.8,23.8,38.26,58.5,0,999,0
COW_009,2026-02-07,18.86,5.15,351.1,20.9,37.97,67.6,0,999,0
COW_009,2026-02-08,21.09,4.58,348.4,24.5,38.19,60.1,0,999,0
COW_009,2026-02-09,19.57,4.77,379.1,22.4,38.43,63.7,0,999,0
COW_009,2026-02-10,18.68,4.54,351.9,24.7,38.33,56.9,0,999,0
COW_009,2026-02-11,19.36,4.69,338.0,20.9,37.96,55.7,0,999,0
COW_009,2026-02-12,18.29,5.31,369.2,22.1,38.21,56.9,0,999,0
COW_009,2026-02-13,20.37,4.42,362.3,26.1,38.09,57.2,0,999,0
COW_009,2026-02-14,19.91,4.96,366.4,20.2,38.37,54.0,0,999,0
COW_009,2026-02-15,20.43,4.44,382.6,22.2,38.21,51.1,0,999,0
COW_009,2026-02-16,17.13,4.83,373.0,22.2,38.11,52.7,0,999,0
COW_009,2026-02-17,21.09,4.54,352.7,24.4,38.2,58.2,0,999,0
COW_009,2026-02-18,17.44,4.52,348.5,26.1,38.29,56.4,0,999,0
COW_009,2026-02-19,15.89,5.12,374.0,15.4,38.37,62.9,0,999,0
COW_009,2026-02-20,17.71,4.76,378.3,22.4,38.36,59.4,0,999,0
COW_009,2026-02-21,21.27,4.9,360.3,19.1,38.04,56.3,0,999,0
COW_009,2026-02-22,20.77,4.71,361.9,21.2,38.22,55.3,0,999,0
COW_009,2026-02-23,16.62,4.58,369.5,17.1,38.22,67.1,0,999,0
COW_009,2026-02-24,20.05,5.14,346.5,22.0,38.17,57.5,0,999,0
COW_009,2026-02-25,19.33,5.14,357.1,22.7,38.03,58.2,0,999,0
COW_009,2026-02-26,19.26,5.12,385.8,18.4,38.26,60.4,0,999,0
COW_009,2026-02-27,17.71,4.72,369.9,21.1,38.33,52.7,0,999,0
COW_009,2026-02-28,20.1,4.78,376.8,20.7,38.15,54.2,0,999,0
COW_009,2026-03-01,19.72,5.13,371.7,19.3,38.3,57.5,0,999,0
COW_010,2026-01-01,22.39,5.28,263.9,22.4,38.35,81.6,0,999,0
COW_010,2026-01-02,21.35,5.24,269.8,23.1,38.24,76.7,0,999,0
COW_010,2026-01-03,22.44,5.66,297.8,16.8,38.43,70.9,0,999,0
COW_010,2026-01-04,21.45,5.89,260.9,21.7,38.49,75.1,0,999,0
COW_010,2026-01-05,22.89,5.56,285.1,19.5,38.25,72.6,0,999,0
COW_010,2026-01-06,23.62,5.03,287.9,18.7,38.23,76.2,0,999,0
COW_010,2026-01-07,24.08,5.71,246.5,17.7,38.68,75.6,0,999,0
COW_010,2026-01-08,20.39,5.57,310.4,23.1,38.52,65.8,0,999,0
COW_010,2026-01-09,19.27,5.56,257.0,17.3,38.48,76.9,0,999,0
COW_010,2026-01-10,21.65,5.84,236.0,23.4,38.42,72.0,0,999,0
COW_010,2026-01-11,22.07,5.38,283.3,16.9,38.36,79.5,0,999,0
COW_010,2026-01-12,21.87,5.61,245.3,19.6,38.46,72.0,0,999,0
COW_010,2026-01-13,20.13,5.5,264.1,22.1,38.28,70.5,0,999,0
COW_010,2026-01-14,22.45,5.74,273.1,19.9,38.45,69.5,0,999,0
COW_010,2026-01-15,20.32,5.65,274.8,25.6,38.38,77.2,0,999,0
COW_010,2026-01-16,20.37,5.56,256.9,23.3,38.48,63.5,0,999,0
COW_010,2026-01-17,21.35,5.71,285.5,23.5,38.55,74.0,0,999,0
COW_010,2026-01-18,21.77,5.26,250.5,20.0,38.55,72.5,0,999,0
COW_010,2026-01-19,21.14,5.31,301.3,24.9,38.69,73.4,0,999,0
COW_010,2026-01-20,21.55,5.27,276.6,21.6,38.39,70.7,0,999,0
COW_010,2026-01-21,22.77,5.48,293.2,24.6,38.44,70.5,0,999,0
COW_010,2026-01-22,24.54,5.72,288.5,25.8,38.46,71.4,0,999,0
COW_010,2026-01-23,20.13,4.84,286.5,24.9,38.52,72.7,0,999,0
COW_010,2026-01-24,20.2,6.11,284.3,21.4,38.62,69.1,0,999,0
COW_010,2026-01-25,20.09,6.09,270.5,23.0,38.64,72.6,0,999,0
COW_010,2026-01-26,22.35,5.71,286.2,24.7,38.61,67.2,0,999,0
COW_010,2026-01-27,23.0,5.48,260.4,21.3,38.25,61.1,0,999,0
COW_010,2026-01-28,21.03,5.93,273.7,24.5,38.39,64.1,0,999,0
COW_010,2026-01-29,23.24,6.69,247.3,25.3,38.49,59.9,0,999,0
COW_010,2026-01-30,20.95,5.62,268.5,27.2,38.47,68.6,0,999,0
COW_010,2026-01-31,21.37,5.68,272.0,24.2,38.67,72.2,0,999,0
COW_010,2026-02-01,21.68,5.45,276.1,25.9,38.58,63.0,0,999,0
COW_010,2026-02-02,21.47,5.82,256.6,24.1,38.43,56.6,0,999,0
COW_010,2026-02-03,19.42,5.54,231.8,26.1,38.46,62.7,0,999,0
COW_010,2026-02-04,22.4,5.12,260.1,20.0,38.46,58.7,0,999,0
COW_010,2026-02-05,21.41,5.48,269.4,25.6,38.58,69.4,0,999,0
COW_010,2026-02-06,21.7,5.5,279.1,23.8,38.33,58.5,0,999,0
COW_010,2026-02-07,22.53,5.8,267.1,20.9,38.45,67.6,0,999,0
COW_010,2026-02-08,19.43,6.14,278.6,24.5,38.39,60.1,0,999,0
COW_010,2026-02-09,22.61,5.72,253.0,22.4,38.6,63.7,0,999,0
COW_010,2026-02-10,21.18,6.13,273.2,24.7,38.62,56.9,0,999,0
COW_010,2026-02-11,22.4,5.84,267.4,20.9,38.37,55.7,0,999,0
COW_010,2026-02-12,21.78,5.97,276.5,22.1,38.52,56.9,0,999,0
COW_010,2026-02-13,19.19,5.58,257.8,26.1,38.4,57.2,0,999,0
COW_010,2026-02-14,22.79,4.94,278.6,20.2,38.61,54.0,0,999,0
COW_010,2026-02-15,21.45,5.62,281.0,22.2,38.37,51.1,0,999,0
COW_010,2026-02-16,22.49,5.33,241.6,22.2,38.49,52.7,0,999,0
COW_010,2026-02-17,21.67,5.05,289.0,24.4,38.45,58.2,0,999,0
COW_010,2026-02-18,22.31,6.21,268.0,26.1,38.69,56.4,0,999,0
COW_010,2026-02-19,20.67,6.15,248.7,15.4,38.38,62.9,0,999,0
COW_010,2026-02-20,19.96,5.74,274.9,22.4,38.55,59.4,0,999,0
COW_010,2026-02-21,19.98,5.78,271.0,19.1,38.53,56.3,0,999,0
COW_010,2026-02-22,20.77,4.77,276.3,21.2,38.44,55.3,0,999,0
COW_010,2026-02-23,22.04,5.62,267.8,17.1,38.54,67.1,0,999,0
COW_010,2026-02-24,19.47,6.05,260.3,22.0,38.65,57.5,0,999,0
COW_010,2026-02-25,21.15,5.41,260.9,22.7,38.53,58.2,0,999,0
COW_010,2026-02-26,21.37,5.85,256.6,18.4,38.46,60.4,0,999,0
COW_010,2026-02-27,24.38,5.78,271.4,21.1,38.28,52.7,0,999,0
COW_010,2026-02-28,23.33,6.02,250.7,20.7,38.58,54.2,0,999,0
COW_010,2026-03-01,22.1,5.67,286.8,19.3,38.39,57.5,0,999,0
COW_011,2026-01-01,20.77,4.76,255.9,22.4,38.5,81.6,0,999,0
COW_011,2026-01-02,21.46,4.39,291.9,23.1,38.27,76.7,0,999,0
COW_011,2026-01-03,21.71,4.96,267.1,16.8,38.31,70.9,0,999,0
COW_011,2026-01-04,19.39,4.48,261.8,21.7,38.45,75.1,0,999,0
COW_011,2026-01-05,22.45,4.94,270.5,19.5,38.28,72.6,0,999,0
COW_011,2026-01-06,20.2,4.82,227.5,18.7,38.22,76.2,0,999,0
COW_011,2026-01-07,23.11,4.78,246.9,17.7,38.38,75.6,0,999,0
COW_011,2026-01-08,21.51,5.11,219.1,23.1,38.21,65.8,0,999,0
COW_011,2026-01-09,20.52,4.79,278.8,17.3,38.48,76.9,0,999,0
COW_011,2026-01-10,22.35,4.66,222.4,23.4,38.46,72.0,0,999,0
COW_011,2026-01-11,24.07,4.6,236.3,16.9,38.35,79.5,0,999,0
COW_011,2026-01-12,22.36,4.73,262.7,19.6,38.37,72.0,0,999,0
COW_011,2026-01-13,21.35,4.77,236.6,22.1,38.58,70.5,0,999,0
COW_011,2026-01-14,22.63,4.3,232.9,19.9,38.44,69.5,0,999,0
COW_011,2026-01-15,21.86,4.79,242.9,25.6,38.5,77.2,0,999,0
COW_011,2026-01-16,21.44,4.88,260.3,23.3,38.59,63.5,0,999,0
COW_011,2026-01-17,21.02,4.68,224.4,23.5,38.62,74.0,0,999,0
COW_011,2026-01-18,19.27,5.28,248.0,20.0,38.42,72.5,0,999,0
COW_011,2026-01-19,21.44,4.7,256.9,24.9,38.24,73.4,0,999,0
COW_011,2026-01-20,20.86,4.39,254.4,21.6,38.37,70.7,0,999,0
COW_011,2026-01-21,22.38,4.75,265.4,24.6,38.34,70.5,0,999,0
COW_011,2026-01-22,21.71,5.08,262.7,25.8,38.27,71.4,0,999,0
COW_011,2026-01-23,20.42,4.66,242.1,24.9,38.42,72.7,0,999,0
COW_011,2026-01-24,22.6,4.79,252.6,21.4,38.45,69.1,0,999,0
COW_011,2026-01-25,22.93,3.62,239.4,23.0,38.29,72.6,0,999,0
COW_011,2026-01-26,22.21,4.53,247.7,24.7,38.53,67.2,0,999,0
COW_011,2026-01-27,20.92,4.81,274.3,21.3,38.47,61.1,0,999,0
COW_011,2026-01-28,19.74,4.59,252.7,24.5,38.49,64.1,0,999,0
COW_011,2026-01-29,21.34,4.46,247.6,25.3,38.31,59.9,0,999,0
COW_011,2026-01-30,22.96,5.34,253.4,27.2,38.45,68.6,0,999,0
COW_011,2026-01-31,22.77,4.96,241.4,24.2,38.41,72.2,0,999,0
COW_011,2026-02-01,20.91,4.75,251.7,25.9,38.36,63.0,0,999,0
COW_011,2026-02-02,20.35,4.22,253.8,24.1,38.41,56.6,0,999,0
COW_011,2026-02-03,21.54,4.85,230.1,26.1,38.33,62.7,0,999,0
COW_011,2026-02-04,21.93,4.08,241.7,20.0,38.67,58.7,0,999,0
COW_011,2026-02-05,20.02,4.54,208.1,25.6,38.42,69.4,0,999,0
COW_011,2026-02-06,24.0,4.85,235.3,23.8,38.67,58.5,0,999,0
COW_011,2026-02-07,19.55,4.85,247.5,20.9,38.34,67.6,0,999,0
COW_011,2026-02-08,22.61,4.27,252.0,24.5,38.45,60.1,0,999,0
COW_011,2026-02-09,20.6,5.37,243.1,22.4,38.37,63.7,0,999,0
COW_011,2026-02-10,20.41,4.63,288.4,24.7,38.4,56.9,0,999,0
COW_011,2026-02-11,22.26,5.02,243.1,20.9,38.32,55.7,0,999,0
COW_011,2026-02-12,22.21,4.6,240.4,22.1,38.49,56.9,0,999,0
COW_011,2026-02-13,21.56,5.11,244.7,26.1,38.3,57.2,0,999,0
COW_011,2026-02-14,17.53,4.04,216.4,20.2,38.41,54.0,0,999,0
COW_011,2026-02-15,20.48,4.0,244.0,22.2,38.25,51.1,0,999,0
COW_011,2026-02-16,22.2,4.84,256.1,22.2,38.07,52.7,0,999,0
COW_011,2026-02-17,21.7,4.65,224.4,24.4,38.17,58.2,0,999,0
COW_011,2026-02-18,21.51,5.06,199.9,26.1,38.36,56.4,0,999,0
COW_011,2026-02-19,21.8,5.08,240.7,15.4,38.61,62.9,0,999,0
COW_011,2026-02-20,19.11,4.12,259.4,22.4,38.13,59.4,0,999,0
COW_011,2026-02-21,21.82,4.72,224.9,19.1,38.36,56.3,0,999,0
COW_011,2026-02-22,19.16,4.85,237.5,21.2,38.43,55.3,0,999,1
COW_011,2026-02-23,18.23,5.57,249.8,17.1,38.66,67.1,1,1,1
COW_011,2026-02-24,19.92,5.14,195.9,22.0,38.75,57.5,1,1,1
COW_011,2026-02-25,20.42,5.36,261.1,22.7,38.6,58.2,1,1,1
COW_011,2026-02-26,22.62,3.49,254.3,18.4,38.48,60.4,1,1,0
COW_011,2026-02-27,20.11,4.69,227.6,21.1,38.5,52.7,1,2,0
COW_011,2026-02-28,20.49,4.41,238.0,20.7,38.64,54.2,1,3,0
COW_011,2026-03-01,22.85,5.25,213.7,19.3,38.22,57.5,1,4,0
